year,node1,node2,node3,sign12,sign13,sign23,balanced,actor_load_mean,actor_load_min,deg_mean,tie_btw_mean,tie_emb_mean,triad_overlap,triad_id,triad_log_cinc_mean,balanced_prior,target_year,balanced_t5,outcome,frozen,era,trade12,trade13,trade23,tie_trade_mean
1969,150,91,92,-1,1,1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,150-91-92,-8.017048905979234,TRUE,1974,TRUE,flipped,FALSE,1945-1989,NA,NA,0.05206420222864869,0.05206420222864869
1969,145,91,92,-1,1,1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,145-91-92,-7.866021028534432,TRUE,1974,TRUE,flipped,FALSE,1945-1989,NA,NA,0.05206420222864869,0.05206420222864869
1969,140,91,92,-1,1,1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,140-91-92,-6.7080550877472005,TRUE,1974,TRUE,flipped,FALSE,1945-1989,NA,NA,0.05206420222864869,0.05206420222864869
1969,135,91,92,-1,1,1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,135-91-92,-7.392923533230926,TRUE,1974,TRUE,flipped,FALSE,1945-1989,NA,NA,0.05206420222864869,0.05206420222864869
1969,130,91,92,-1,1,1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,130-91-92,-7.769610096295379,TRUE,1974,TRUE,flipped,FALSE,1945-1989,NA,NA,0.05206420222864869,0.05206420222864869
1969,100,91,92,-1,1,1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,100-91-92,-7.228791460731575,TRUE,1974,TRUE,flipped,FALSE,1945-1989,NA,NA,0.05206420222864869,0.05206420222864869
1969,91,92,93,-1,1,1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,91-92-93,-8.159572831621885,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.05206420222864869,0.03246445760797968,0.04879006701925351,0.04443957561862729
1969,91,92,94,-1,1,1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,91-92-94,-8.28200674041825,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.05206420222864869,0.03402624181885348,0.05354881700874274,0.04654642035208163
1969,91,92,95,-1,1,1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,91-92-95,-8.048003366277605,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.05206420222864869,0.00344895352821592,0.00944490037520745,0.02165268537735735
1969,160,165,92,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,160-165-92,-6.7619117574128005,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.02173796015494702,NA,NA,0.02173796015494702
1969,160,165,93,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,160-165-93,-6.912802711029249,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.02173796015494702,NA,NA,0.02173796015494702
1969,160,165,94,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,160-165-94,-7.035236619825614,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.02173796015494702,NA,NA,0.02173796015494702
1969,160,165,95,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,160-165-95,-6.80123324568497,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.02173796015494702,NA,NA,0.02173796015494702
1969,100,160,165,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,100-160-165,-5.982021340138939,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.00939760022633215,0.00740477147673399,0.02173796015494702,0.012846777286004387
1969,130,160,165,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,130-160-165,-6.522839975702743,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.00646586583594552,3.654812906330821e-4,0.02173796015494702,0.009523102427175209
1969,135,160,165,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,135-160-165,-6.14615341263829,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.03527897827677651,0.00450170392555797,0.02173796015494702,0.020506214119093834
1969,140,160,165,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,140-160-165,-5.4612849671545645,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.08845513615190378,0.02859467271624301,0.02173796015494702,0.046262589674364606
1969,145,160,165,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,145-160-165,-6.619250907941796,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.0266238737790108,4.071292228553473e-4,0.02173796015494702,0.016256321052271056
1969,150,160,165,1,1,-1,FALSE,0.168961972286668,0.168961972286668,22,1,21,20,150-160-165,-6.770278785386599,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.04575980386594915,0.01818982023510868,0.02173796015494702,0.02856252808533495
1969,235,484,490,-1,-1,-1,FALSE,0.32365259996508516,0.14990882328706828,9.333333333333334,108.64285714285715,1.3333333333333333,0.33333333333333326,235-484-490,-6.98924704860332,NA,1974,NA,dissolved,FALSE,1945-1989,4.31069729772668e-4,0.00213572918473101,2.879062218322712e-4,9.515683787786497e-4
1969,620,652,660,1,1,-1,FALSE,0.25014966338256356,0.21772245442117227,14,52.10303030303032,12,11,620-652-660,-7.257383042321949,TRUE,1974,TRUE,flipped,FALSE,1945-1989,6.565879610940588e-4,0.0077303072941672,0.07569689001145083,0.028027928422237364
1969,620,670,678,1,1,-1,FALSE,0.24495103413145616,0.21772245442117227,14,67.08484848484851,12,11,620-670-678,-7.22718187218166,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0,NA,NA,0
1969,645,652,660,1,1,-1,FALSE,0.258529314031065,0.2428614063666766,13.666666666666666,14.119191919191922,12,11,645-652-660,-6.743862462336195,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.03123713123584631,0.03353406469804871,0.07569689001145083,0.046822695315115286
1969,645,670,678,1,1,-1,FALSE,0.2533306847799576,0.2428614063666766,13.666666666666666,18.248484848484846,12,11,645-670-678,-6.713661292195907,TRUE,1974,TRUE,flipped,FALSE,1945-1989,9.241673283945028e-4,NA,NA,9.241673283945028e-4
1969,651,652,660,1,1,-1,FALSE,0.26372794328217236,0.25845729411999874,13.666666666666666,1.222222222222222,12.333333333333334,11.333333333333334,651-652-660,-6.378618001208242,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.01156566820752546,0.0156030493390318,0.07569689001145083,0.03428853585266936
1969,651,670,678,1,1,-1,FALSE,0.258529314031065,0.2428614063666766,13.666666666666666,2,12,11,651-670-678,-6.348416831067953,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.00285039235254319,NA,NA,0.00285039235254319
1969,600,652,660,1,-1,1,FALSE,0.26899859244434604,0.25845729411999874,13.333333333333334,1.222222222222222,12,11,600-652-660,-6.753573843536967,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0,0.00240612880911623,0.07569689001145083,0.026034339606855687
1969,615,652,660,1,-1,1,FALSE,0.26899859244434604,0.25845729411999874,13.333333333333334,1.222222222222222,12,11,615-652-660,-6.786495154521817,TRUE,1974,TRUE,flipped,FALSE,1945-1989,1.0213926508158063e-4,0.00225622829583687,0.07569689001145083,0.02601841919078976
1969,616,652,660,1,-1,1,FALSE,0.26899859244434604,0.25845729411999874,13.333333333333334,1.222222222222222,12,11,616-652-660,-7.171856597265906,TRUE,1974,TRUE,flipped,FALSE,1945-1989,9.995670733006614e-4,8.00514125361047e-4,0.07569689001145083,0.02583232373670418
1969,625,652,660,1,-1,1,FALSE,0.26899859244434604,0.25845729411999874,13.333333333333334,1.222222222222222,12,11,625-652-660,-7.001828898710162,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.00131342732103178,0.00526877060693792,0.07569689001145083,0.02742636264647351
1969,652,660,696,-1,1,1,FALSE,0.26899859244434604,0.25845729411999874,13.333333333333334,1.222222222222222,12,11,652-660-696,-7.061524551316316,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.07569689001145083,NA,NA,0.07569689001145083
1969,652,660,690,-1,1,1,FALSE,0.26899859244434604,0.25845729411999874,13.333333333333334,1.222222222222222,12,11,652-660-690,-7.052420892083026,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.07569689001145083,0.00695832514687347,0.01819865904162722,0.03361795806665051
1969,652,660,678,-1,1,1,FALSE,0.26899859244434604,0.25845729411999874,13.333333333333334,1.222222222222222,12,11,652-660-678,-7.3268771663624115,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.07569689001145083,NA,NA,0.07569689001145083
1969,652,660,663,1,-1,1,FALSE,0.26372794328217236,0.25845729411999874,13.666666666666666,1.222222222222222,12.333333333333334,11.333333333333334,652-660-663,-7.095642884796208,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.07569689001145083,0.04532952145814696,0.04603826423556843,0.05568822523505541
1969,652,670,678,1,1,-1,FALSE,0.258529314031065,0.2428614063666766,13.666666666666666,2,12,11,652-670-678,-6.85484137678066,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.00931966138125153,NA,NA,0.00931966138125153
1969,652,660,670,1,-1,1,FALSE,0.258529314031065,0.2428614063666766,13.666666666666666,2,12,11,652-660-670,-6.765970766129932,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.07569689001145083,0.00931966138125153,0.05974112462714995,0.0482525586732841
1969,663,670,678,1,1,-1,FALSE,0.258529314031065,0.2428614063666766,13.666666666666666,2,12,11,663-670-678,-7.065441714655918,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.0267833109325722,NA,NA,0.0267833109325722
1969,600,670,678,1,-1,1,FALSE,0.2637999631932387,0.2428614063666766,13.333333333333334,1.6666666666666667,12,11,600-670-678,-6.723372673396677,TRUE,1974,TRUE,flipped,FALSE,1945-1989,1.1611343849878404e-4,NA,NA,1.1611343849878404e-4
1969,615,670,678,1,-1,1,FALSE,0.2637999631932387,0.2428614063666766,13.333333333333334,1.6666666666666667,12,11,615-670-678,-6.756293984381529,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0,NA,NA,0
1969,616,670,678,1,-1,1,FALSE,0.2637999631932387,0.2428614063666766,13.333333333333334,1.6666666666666667,12,11,616-670-678,-7.141655427125617,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0,NA,NA,0
1969,625,670,678,1,-1,1,FALSE,0.2637999631932387,0.2428614063666766,13.333333333333334,1.6666666666666667,12,11,625-670-678,-6.971627728569874,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.00588557869835547,NA,NA,0.00588557869835547
1969,670,678,696,-1,1,1,FALSE,0.2637999631932387,0.2428614063666766,13.333333333333334,1.6666666666666667,12,11,670-678-696,-7.0162227961058825,TRUE,1974,TRUE,flipped,FALSE,1945-1989,NA,NA,NA,NA
1969,670,678,690,-1,1,1,FALSE,0.2637999631932387,0.2428614063666766,13.333333333333334,1.6666666666666667,12,11,670-678-690,-7.022219721942737,TRUE,1974,TRUE,flipped,FALSE,1945-1989,NA,0.00417671660293575,NA,0.00417671660293575
1969,660,670,678,1,-1,1,FALSE,0.2637999631932387,0.2428614063666766,13.333333333333334,1.6666666666666667,12,11,660-670-678,-7.207805385571394,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.05974112462714995,NA,NA,0.05974112462714995
1969,800,811,816,-1,-1,-1,FALSE,0.2754757159619678,0.23415651506305743,7.666666666666667,12.008080808080805,3.3333333333333335,2.3333333333333335,800-811-816,-5.860399857595415,NA,1974,NA,dissolved,FALSE,1945-1989,5.2370347959657854e-5,0.00841038121390592,0,0.0028209171872885263
1969,800,812,816,-1,-1,-1,FALSE,0.3652330653432599,0.23415651506305743,7,36.53030303030303,2.6666666666666665,1.6666666666666665,800-812-816,-6.0431158228935065,NA,1974,NA,dissolved,FALSE,1945-1989,0.03127654592913357,0.00841038121390592,4.0880527039704415e-4,0.01336524413781218
1969,482,483,484,1,1,-1,FALSE,0.5552543161428587,0.3805468990458603,3.6666666666666665,4.777777777777778,2,1,482-483-484,-8.718332141005925,TRUE,1974,TRUE,flipped,FALSE,1945-1989,0.01668156026941165,0,0.05679015033831426,0.024490570202575303
1970,2,90,92,1,1,-1,FALSE,0.13371840522262493,0.06335735460185304,32,47.666666666666664,21,20,2-90-92,-5.673872296395824,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.02760888060313352,0.01838918097512107,0.15761168228906394,0.0678699146224395
1970,2,220,365,1,-1,1,FALSE,0.11097698651824613,0.06335735460185304,30.666666666666668,301.4963564213565,8,7,2-220-365,-2.3954489076564704,NA,1975,NA,dissolved,FALSE,1945-1989,0.05144610329030076,0.00425762121928634,0.01579247294715396,0.023832065818913686
1970,200,220,365,1,1,-1,FALSE,0.13502464108932086,0.12123006196602946,21,122.28383838383836,7.666666666666667,6.666666666666667,200-220-365,-2.9933789211886386,NA,1975,NA,dissolved,FALSE,1945-1989,0.04759290079794322,0.02435374838641191,0.01579247294715396,0.029246374043836364
1970,101,90,92,1,1,-1,FALSE,0.16484072516358028,0.1567243144247191,22.333333333333332,1.6666666666666667,21,20,101-90-92,-6.914575167104707,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,41,90,92,1,1,-1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,41-90-92,-7.714551280997273,TRUE,1975,TRUE,flipped,FALSE,1945-1989,6.958422424703204e-5,8.96564104504194e-5,0.15761168228906394,0.052590307641253796
1970,42,90,92,1,1,-1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,42-90-92,-7.605911107498436,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.0014515887621292,3.9132241371607663e-4,0.15761168228906394,0.05315153115496974
1970,51,90,92,1,1,-1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,51-90-92,-7.983670997402847,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.00138240350748343,3.603632027575688e-4,0.15761168228906394,0.05311814966643498
1970,52,90,92,1,1,-1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,52-90-92,-7.491509794793081,TRUE,1975,TRUE,flipped,FALSE,1945-1989,2.895725015998269e-4,0,0.15761168228906394,0.05263375159688792
1970,53,90,92,1,1,-1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,53-90-92,-8.744585511015673,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0,1.3892368658431468e-5,0.15761168228906394,0.05254185821924079
1970,70,90,92,1,1,-1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,70-90-92,-6.638969012886034,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.00675597043785646,0.00263918267059917,0.15761168228906394,0.055668945132506524
1970,165,90,92,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,165-90-92,-7.548543359321298,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,160,90,92,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,160-90-92,-6.797029497366954,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,155,90,92,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,155-90-92,-7.128918109546237,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,150,90,92,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,150-90-92,-7.7359988009908855,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,145,90,92,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,145-90-92,-7.601289759977699,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,140,90,92,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,140-90-92,-6.419666623344489,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,135,90,92,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,135-90-92,-7.114848812194517,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,130,90,92,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,130-90-92,-7.489022294890373,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,100,90,92,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,100-90-92,-6.962945615464559,TRUE,1975,TRUE,flipped,FALSE,1945-1989,NA,NA,0.15761168228906394,0.15761168228906394
1970,90,92,93,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,90-92-93,-7.852925175571134,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.15761168228906394,0.04921333742144283,0.05862180192931504,0.0884822738799406
1970,90,92,94,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,90-92-94,-7.993374385371146,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.15761168228906394,0.05869562608435157,0.0632136762190028,0.0931736615308061
1970,90,92,95,-1,1,1,FALSE,0.16889893053301086,0.16889893053301086,22,1,21,20,90-92-95,-7.7828764310303065,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.15761168228906394,0.00422780132859089,0.01074545400249597,0.057528312540050267
1970,600,645,663,1,-1,1,FALSE,0.23786373250113,0.2180802458699893,14.333333333333334,30.893614718614717,12,11,600-645-663,-6.456841449944141,TRUE,1975,TRUE,flipped,FALSE,1945-1989,2.9172209807167275e-4,3.5692984143331763e-4,0.00648414016724636,0.002377597368917117
1970,615,645,663,1,-1,1,FALSE,0.24270752384637906,0.2180802458699893,14.333333333333334,18.864285714285717,12.333333333333334,11.333333333333334,615-645-663,-6.497552526682188,TRUE,1975,TRUE,flipped,FALSE,1945-1989,1.0523400191242196e-4,0,0.00648414016724636,0.0021964580563862608
1970,620,645,663,1,-1,1,FALSE,0.23786373250113,0.2180802458699893,14.333333333333334,20.28015873015873,12,11,620-645-663,-6.993628791583088,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0,0,0.00648414016724636,0.0021613800557487867
1970,645,651,663,1,-1,1,FALSE,0.24270752384637906,0.2180802458699893,14.333333333333334,18.864285714285717,12.333333333333334,11.333333333333334,645-651-663,-6.064098780411233,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.00971979494436414,0.00648414016724636,0.01039269267315785,0.008865542594922783
1970,645,663,696,-1,1,1,FALSE,0.24820915709098537,0.2180802458699893,14,20.07954545454545,12,11,645-663-696,-6.607433713368501,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.00648414016724636,NA,NA,0.00648414016724636
1970,616,645,663,-1,1,1,FALSE,0.24820915709098537,0.2180802458699893,14,20.079545454545457,12,11,616-645-663,-6.868791550481104,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.00551609262185807,0,0.00648414016724636,0.0040000775963681436
1970,645,663,690,-1,1,1,FALSE,0.24820915709098537,0.2180802458699893,14,20.079545454545457,12,11,645-663-690,-6.740911838235613,TRUE,1975,FALSE,frozen,TRUE,1945-1989,0.00648414016724636,0.00506431757085218,0.00670294652333481,0.0060838014204777835
1970,625,645,663,-1,1,1,FALSE,0.24820915709098537,0.2180802458699893,14,20.079545454545457,12,11,625-645-663,-6.682275534039531,TRUE,1975,TRUE,flipped,FALSE,1945-1989,6.176917627915396e-4,0.00257519064158756,0.00648414016724636,0.00322567419054182
1970,645,663,678,-1,1,1,FALSE,0.24820915709098537,0.2180802458699893,14,20.079545454545457,12,11,645-663-678,-7.06094808672887,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.00648414016724636,NA,NA,0.00648414016724636
1970,645,663,670,-1,1,1,FALSE,0.24820915709098537,0.2180802458699893,14,20.079545454545457,12,11,645-663-670,-6.4349234417601355,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.00648414016724636,7.42375162499886e-4,0.02106558939007762,0.009430701573274622
1970,645,660,663,-1,1,1,FALSE,0.24820915709098537,0.2180802458699893,14,20.079545454545457,12,11,645-660-663,-6.943293910544852,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.03872760809585483,0.00648414016724636,0.04546745602603937,0.030226401429713518
1970,600,652,663,1,-1,1,FALSE,0.2413570699193758,0.22856025812472686,14.333333333333334,29.328294853294853,12.333333333333334,11.333333333333334,600-652-663,-6.593860864779131,TRUE,1975,TRUE,flipped,FALSE,1945-1989,7.402155182453335e-4,3.5692984143331763e-4,0.03773302241125526,0.01294338925697797
1970,615,652,663,1,-1,1,FALSE,0.24620086126462493,0.22856025812472686,14.333333333333334,16.940476190476193,13,12,615-652-663,-6.634571941517177,TRUE,1975,TRUE,flipped,FALSE,1945-1989,1.0235792843952265e-4,0,0.03773302241125526,0.012611793446564927
1970,620,652,663,1,-1,1,FALSE,0.2413570699193758,0.22856025812472686,14.333333333333334,19.06825396825397,12.333333333333334,11.333333333333334,620-652-663,-7.130648206418077,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.00131052638604433,0,0.03773302241125526,0.013014516265766529
1970,651,652,663,1,-1,1,FALSE,0.24620086126462493,0.22856025812472686,14.333333333333334,16.940476190476193,13,12,651-652-663,-6.201118195246223,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.02084858767443652,0.01039269267315785,0.03773302241125526,0.022991434252949874
1970,652,663,696,-1,1,1,FALSE,0.25170249450923127,0.22856025812472686,14,18.815933140933137,12.333333333333334,11.333333333333334,652-663-696,-6.812962835620985,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.03773302241125526,NA,NA,0.03773302241125526
1970,652,663,666,-1,-1,-1,FALSE,0.25270491809754475,0.22856025812472686,11.333333333333334,32.55894660894661,6.333333333333333,5.333333333333333,652-663-666,-6.620969628658234,TRUE,1975,NA,dissolved,FALSE,1945-1989,0.03773302241125526,0,0,0.012577674137085087
1970,616,652,663,-1,1,1,FALSE,0.25170249450923127,0.22856025812472686,14,18.815933140933144,12.333333333333334,11.333333333333334,616-652-663,-7.005810965316093,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0,0,0.03773302241125526,0.012577674137085087
1970,652,663,690,-1,1,1,FALSE,0.25170249450923127,0.22856025812472686,14,18.815933140933144,12.333333333333334,11.333333333333334,652-663-690,-6.877931253070603,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.03773302241125526,0.00459859258545879,0.00670294652333481,0.016344853840016285
1970,625,652,663,-1,1,1,FALSE,0.25170249450923127,0.22856025812472686,14,18.815933140933144,12.333333333333334,11.333333333333334,625-652-663,-6.81929494887452,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.00105881894798315,0.00257519064158756,0.03773302241125526,0.013789010666941989
1970,652,663,678,-1,1,1,FALSE,0.25170249450923127,0.22856025812472686,14,18.815933140933144,12.333333333333334,11.333333333333334,652-663-678,-7.197967501563859,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.03773302241125526,NA,NA,0.03773302241125526
1970,652,663,670,-1,1,1,FALSE,0.25170249450923127,0.22856025812472686,14,18.815933140933144,12.333333333333334,11.333333333333334,652-663-670,-6.571942856595125,TRUE,1975,TRUE,flipped,FALSE,1945-1989,0.03773302241125526,0.00877538927926206,0.02106558939007762,0.022524667026864977
1971,130,2,41,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-41,-5.538348129154791,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.02190108591763645,0.02190108591763645
1971,130,2,42,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-42,-5.454385639819623,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.04869247806997293,0.04869247806997293
1971,130,2,51,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-51,-5.796558392110743,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.04399954857034051,0.04399954857034051
1971,130,2,52,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-52,-5.385268292169845,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.03457135138039777,0.03457135138039777
1971,130,2,53,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-53,-6.6027253825743095,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.00800647270769869,0.00800647270769869
1971,130,2,70,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-70,-4.499329477657972,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.14476142819613058,0.14476142819613058
1971,130,2,90,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-90,-5.454096063006183,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.02701508295679397,0.02701508295679397
1971,130,2,91,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-91,-5.6633678881946565,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.03690296125214213,0.03690296125214213
1971,130,2,92,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-92,-5.555179710502437,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.01849191429618478,0.01849191429618478
1971,130,2,93,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-93,-5.7085294981837285,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.0236423596027177,0.0236423596027177
1971,130,2,94,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-94,-5.84062067480002,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.031312397794612,0.031312397794612
1971,130,2,95,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-2-95,-5.623400120294816,TRUE,1976,TRUE,flipped,FALSE,1945-1989,NA,NA,0.03126527400254764,0.03126527400254764
1971,100,130,2,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,100-130-2,-4.819190527653418,TRUE,1976,TRUE,flipped,FALSE,1945-1989,0.04320506253870744,NA,NA,0.04320506253870744
1971,101,130,2,1,-1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,101-130-2,-4.77165352635907,TRUE,1976,TRUE,flipped,FALSE,1945-1989,0.00430067123258627,NA,NA,0.00430067123258627
1971,130,165,2,-1,1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-165-2,-5.402031988428576,TRUE,1976,TRUE,flipped,FALSE,1945-1989,4.052229499246307e-4,NA,NA,4.052229499246307e-4
1971,130,160,2,-1,1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-160-2,-4.660050129620841,TRUE,1976,TRUE,flipped,FALSE,1945-1989,0.00507310084364782,NA,NA,0.00507310084364782
1971,130,155,2,-1,1,1,FALSE,0.13522787383780743,0.06696678523174815,31.333333333333332,53.666666666666664,21,20,130-155-2,-4.963924162685988,TRUE,1976,TRUE,flipped,FALSE,1945-1989,0.01419721211704254,NA,NA,0.01419721211704254
