year,ccode_lo,ccode_hi,org_emb
1821,273,275,0.14285714285714285
1821,273,300,0.14285714285714285
1821,275,300,0.14285714285714285
1821,300,337,1
1821,300,365,0.3333333333333333
1822,200,235,1
1822,200,255,0.3333333333333333
1822,200,300,0.3333333333333333
1822,200,365,0.3333333333333333
1822,200,380,1
1822,245,255,0.14285714285714285
1822,245,267,0.14285714285714285
1822,245,269,0.14285714285714285
1822,245,271,0.14285714285714285
1822,245,273,0.14285714285714285
1822,245,275,0.14285714285714285
1822,245,300,0.14285714285714285
1822,255,267,0.14285714285714285
1822,255,269,0.14285714285714285
1822,255,271,0.14285714285714285
1822,255,273,0.14285714285714285
1822,255,275,0.14285714285714285
1822,255,300,0.47619047619047616
1822,255,365,0.3333333333333333
1822,267,269,0.14285714285714285
1822,267,271,0.14285714285714285
1822,267,273,0.14285714285714285
1822,267,275,0.14285714285714285
1822,267,300,0.14285714285714285
1822,269,271,0.14285714285714285
1822,269,273,0.14285714285714285
1822,269,275,0.14285714285714285
1822,269,300,0.14285714285714285
1822,271,273,0.14285714285714285
1822,271,275,0.14285714285714285
1822,271,300,0.14285714285714285
1822,273,275,0.14285714285714285
1822,273,300,0.14285714285714285
1822,275,300,0.14285714285714285
1822,300,337,1
1822,300,365,0.3333333333333333
1823,200,235,1
1823,200,380,1
1823,245,255,0.14285714285714285
1823,245,267,0.14285714285714285
1823,245,269,0.14285714285714285
1823,245,271,0.14285714285714285
1823,245,273,0.14285714285714285
1823,245,275,0.14285714285714285
1823,245,300,0.14285714285714285
1823,255,267,0.14285714285714285
1823,255,269,0.14285714285714285
1823,255,271,0.14285714285714285
1823,255,273,0.14285714285714285
1823,255,275,0.14285714285714285
1823,255,300,0.14285714285714285
1823,267,269,0.14285714285714285
1823,267,271,0.14285714285714285
1823,267,273,0.14285714285714285
1823,267,275,0.14285714285714285
1823,267,300,0.14285714285714285
1823,269,271,0.14285714285714285
1823,269,273,0.14285714285714285
1823,269,275,0.14285714285714285
1823,269,300,0.14285714285714285
1823,271,273,0.14285714285714285
1823,271,275,0.14285714285714285
1823,271,300,0.14285714285714285
1823,273,275,0.14285714285714285
1823,273,300,0.14285714285714285
1823,275,300,0.14285714285714285
1823,300,337,1
1824,200,235,1
1824,200,380,1
1824,245,255,0.14285714285714285
1824,245,267,0.14285714285714285
1824,245,269,0.14285714285714285
1824,245,271,0.14285714285714285
1824,245,273,0.14285714285714285
1824,245,275,0.14285714285714285
1824,245,300,0.14285714285714285
1824,255,267,0.14285714285714285
1824,255,269,0.14285714285714285
1824,255,271,0.14285714285714285
1824,255,273,0.14285714285714285
1824,255,275,0.14285714285714285
1824,255,300,0.14285714285714285
1824,267,269,0.14285714285714285
1824,267,271,0.14285714285714285
1824,267,273,0.14285714285714285
1824,267,275,0.14285714285714285
1824,267,300,0.14285714285714285
1824,269,271,0.14285714285714285
1824,269,273,0.14285714285714285
1824,269,275,0.14285714285714285
1824,269,300,0.14285714285714285
1824,271,273,0.14285714285714285
1824,271,275,0.14285714285714285
1824,271,300,0.14285714285714285
1824,273,275,0.14285714285714285
1824,273,300,0.14285714285714285
1824,275,300,0.14285714285714285
1824,300,337,1
1825,200,235,1
1825,200,380,1
1825,245,255,0.14285714285714285
1825,245,267,0.14285714285714285
1825,245,269,0.14285714285714285
1825,245,271,0.14285714285714285
1825,245,273,0.14285714285714285
1825,245,275,0.14285714285714285
1825,245,300,0.14285714285714285
1825,255,267,0.14285714285714285
1825,255,269,0.14285714285714285
1825,255,271,0.14285714285714285
1825,255,273,0.14285714285714285
1825,255,275,0.14285714285714285
1825,255,300,0.14285714285714285
1825,267,269,0.14285714285714285
1825,267,271,0.14285714285714285
1825,267,273,0.14285714285714285
1825,267,275,0.14285714285714285
1825,267,300,0.14285714285714285
1825,269,271,0.14285714285714285
1825,269,273,0.14285714285714285
1825,269,275,0.14285714285714285
1825,269,300,0.14285714285714285
1825,271,273,0.14285714285714285
1825,271,275,0.14285714285714285
1825,271,300,0.14285714285714285
1825,273,275,0.14285714285714285
1825,273,300,0.14285714285714285
1825,275,300,0.14285714285714285
1825,300,337,1
1826,200,235,1
1826,200,380,1
1826,245,255,0.14285714285714285
1826,245,267,0.14285714285714285
1826,245,269,0.14285714285714285
1826,245,271,0.14285714285714285
1826,245,273,0.14285714285714285
1826,245,275,0.14285714285714285
1826,245,300,0.14285714285714285
1826,255,267,0.14285714285714285
1826,255,269,0.14285714285714285
1826,255,271,0.14285714285714285
1826,255,273,0.14285714285714285
1826,255,275,0.14285714285714285
1826,255,300,0.14285714285714285
1826,267,269,0.14285714285714285
1826,267,271,0.14285714285714285
1826,267,273,0.14285714285714285
1826,267,275,0.14285714285714285
1826,267,300,0.14285714285714285
1826,269,271,0.14285714285714285
1826,269,273,0.14285714285714285
1826,269,275,0.14285714285714285
1826,269,300,0.14285714285714285
1826,271,273,0.14285714285714285
1826,271,275,0.14285714285714285
1826,271,300,0.14285714285714285
1826,273,275,0.14285714285714285
1826,273,300,0.14285714285714285
1826,275,300,0.14285714285714285
1826,300,337,1
1827,200,220,0.5
1827,200,235,1
1827,200,365,0.5
1827,200,380,1
1827,220,365,0.5
1827,245,255,0.14285714285714285
1827,245,267,0.14285714285714285
1827,245,269,0.14285714285714285
1827,245,271,0.14285714285714285
1827,245,273,0.14285714285714285
1827,245,275,0.14285714285714285
1827,245,300,0.14285714285714285
1827,255,267,0.14285714285714285
1827,255,269,0.14285714285714285
1827,255,271,0.14285714285714285
1827,255,273,0.14285714285714285
1827,255,275,0.14285714285714285
1827,255,300,0.14285714285714285
1827,267,269,0.14285714285714285
1827,267,271,0.14285714285714285
1827,267,273,0.14285714285714285
1827,267,275,0.14285714285714285
1827,267,300,0.14285714285714285
1827,269,271,0.14285714285714285
1827,269,273,0.14285714285714285
1827,269,275,0.14285714285714285
1827,269,300,0.14285714285714285
1827,271,273,0.14285714285714285
1827,271,275,0.14285714285714285
1827,271,300,0.14285714285714285
1827,273,275,0.14285714285714285
1827,273,300,0.14285714285714285
1827,275,300,0.14285714285714285
1827,300,337,1
1828,200,220,0.5
1828,200,235,1
1828,200,365,0.5
1828,200,380,1
1828,220,365,0.5
1828,245,255,0.14285714285714285
1828,245,267,0.14285714285714285
1828,245,269,0.14285714285714285
1828,245,271,0.14285714285714285
1828,245,273,0.14285714285714285
1828,245,275,0.14285714285714285
1828,245,300,0.14285714285714285
1828,255,267,0.14285714285714285
1828,255,269,0.14285714285714285
1828,255,271,0.14285714285714285
1828,255,273,0.14285714285714285
1828,255,275,0.14285714285714285
1828,255,300,0.14285714285714285
1828,267,269,0.14285714285714285
1828,267,271,0.14285714285714285
1828,267,273,0.14285714285714285
1828,267,275,0.14285714285714285
1828,267,300,0.14285714285714285
1828,269,271,0.14285714285714285
1828,269,273,0.14285714285714285
1828,269,275,0.14285714285714285
1828,269,300,0.14285714285714285
1828,271,273,0.14285714285714285
1828,271,275,0.14285714285714285
1828,271,300,0.14285714285714285
1828,273,275,0.14285714285714285
1828,273,300,0.14285714285714285
1828,275,300,0.14285714285714285
1828,300,337,1
1829,200,220,0.5
1829,200,235,1
1829,200,365,0.5
1829,200,380,1
1829,220,365,0.5
1829,245,255,0.14285714285714285
1829,245,267,0.14285714285714285
1829,245,269,0.14285714285714285
1829,245,271,0.14285714285714285
1829,245,273,0.14285714285714285
1829,245,275,0.14285714285714285
1829,245,300,0.14285714285714285
1829,255,267,0.14285714285714285
1829,255,269,0.14285714285714285
1829,255,271,0.14285714285714285
1829,255,273,0.14285714285714285
1829,255,275,0.14285714285714285
1829,255,300,0.14285714285714285
1829,267,269,0.14285714285714285
1829,267,271,0.14285714285714285
1829,267,273,0.14285714285714285
1829,267,275,0.14285714285714285
1829,267,300,0.14285714285714285
1829,269,271,0.14285714285714285
1829,269,273,0.14285714285714285
1829,269,275,0.14285714285714285
1829,269,300,0.14285714285714285
1829,271,273,0.14285714285714285
1829,271,275,0.14285714285714285
1829,271,300,0.14285714285714285
1829,273,275,0.14285714285714285
1829,273,300,0.14285714285714285
1829,275,300,0.14285714285714285
1829,300,337,1
1830,200,235,1
1830,200,380,1
1830,245,255,0.14285714285714285
1830,245,267,0.14285714285714285
1830,245,269,0.14285714285714285
1830,245,271,0.14285714285714285
1830,245,273,0.14285714285714285
1830,245,275,0.14285714285714285
1830,245,300,0.14285714285714285
1830,255,267,0.14285714285714285
1830,255,269,0.14285714285714285
1830,255,271,0.14285714285714285
1830,255,273,0.14285714285714285
1830,255,275,0.14285714285714285
1830,255,300,0.14285714285714285
1830,267,269,0.14285714285714285
1830,267,271,0.14285714285714285
1830,267,273,0.14285714285714285
1830,267,275,0.14285714285714285
1830,267,300,0.14285714285714285
1830,269,271,0.14285714285714285
1830,269,273,0.14285714285714285
1830,269,275,0.14285714285714285
1830,269,300,0.14285714285714285
1830,271,273,0.14285714285714285
1830,271,275,0.14285714285714285
1830,271,300,0.14285714285714285
1830,273,275,0.14285714285714285
1830,273,300,0.14285714285714285
1830,275,300,0.14285714285714285
1830,300,337,1
1831,200,235,1
1831,200,380,1
1831,245,255,0.14285714285714285
1831,245,267,0.14285714285714285
1831,245,269,0.14285714285714285
1831,245,271,0.14285714285714285
1831,245,273,0.14285714285714285
1831,245,275,0.14285714285714285
1831,245,300,0.14285714285714285
1831,255,267,0.14285714285714285
1831,255,269,0.14285714285714285
1831,255,271,0.14285714285714285
1831,255,273,0.14285714285714285
1831,255,275,0.14285714285714285
1831,255,300,0.14285714285714285
1831,267,269,0.14285714285714285
1831,267,271,0.14285714285714285
1831,267,273,0.14285714285714285
1831,267,275,0.14285714285714285
1831,267,300,0.14285714285714285
1831,269,271,0.14285714285714285
1831,269,273,0.14285714285714285
1831,269,275,0.14285714285714285
1831,269,300,0.14285714285714285
1831,271,273,0.14285714285714285
1831,271,275,0.14285714285714285
1831,271,300,0.14285714285714285
1831,273,275,0.14285714285714285
1831,273,300,0.14285714285714285
1831,275,300,0.14285714285714285
1831,300,325,1
1831,300,337,1
1832,200,220,1
1832,200,235,1
1832,200,380,1
1832,211,220,1
1832,245,255,0.14285714285714285
1832,245,267,0.14285714285714285
1832,245,269,0.14285714285714285
1832,245,271,0.14285714285714285
1832,245,273,0.14285714285714285
1832,245,275,0.14285714285714285
1832,245,300,0.14285714285714285
1832,255,267,0.14285714285714285
1832,255,269,0.14285714285714285
1832,255,271,0.14285714285714285
1832,255,273,0.14285714285714285
1832,255,275,0.14285714285714285
1832,255,300,0.14285714285714285
1832,267,269,0.14285714285714285
1832,267,271,0.14285714285714285
1832,267,273,0.14285714285714285
1832,267,275,0.14285714285714285
1832,267,300,0.14285714285714285
1832,269,271,0.14285714285714285
1832,269,273,0.14285714285714285
1832,269,275,0.14285714285714285
1832,269,300,0.14285714285714285
1832,271,273,0.14285714285714285
1832,271,275,0.14285714285714285
1832,271,300,0.14285714285714285
1832,273,275,0.14285714285714285
1832,273,300,0.14285714285714285
1832,275,300,0.14285714285714285
1832,300,325,1
1832,300,337,1
1833,200,220,1
1833,200,235,1
1833,200,380,1
1833,211,220,1
1833,245,255,0.14285714285714285
1833,245,267,0.14285714285714285
1833,245,269,0.14285714285714285
1833,245,271,0.14285714285714285
1833,245,273,0.14285714285714285
1833,245,275,0.14285714285714285
1833,245,300,0.14285714285714285
1833,255,267,0.14285714285714285
1833,255,269,0.14285714285714285
1833,255,271,0.14285714285714285
1833,255,273,0.14285714285714285
1833,255,275,0.14285714285714285
1833,255,300,1.6428571428571428
1833,255,365,2.5
1833,267,269,0.14285714285714285
1833,267,271,0.14285714285714285
1833,267,273,0.14285714285714285
1833,267,275,0.14285714285714285
1833,267,300,0.14285714285714285
1833,269,271,0.14285714285714285
1833,269,273,0.14285714285714285
1833,269,275,0.14285714285714285
1833,269,300,0.14285714285714285
1833,271,273,0.14285714285714285
1833,271,275,0.14285714285714285
1833,271,300,0.14285714285714285
1833,273,275,0.14285714285714285
1833,273,300,0.14285714285714285
1833,275,300,0.14285714285714285
1833,300,325,1
1833,300,337,1
1833,300,365,2.5
1833,325,329,1
1833,365,640,1
1834,200,220,0.3333333333333333
1834,200,230,0.3333333333333333
1834,200,235,1.3333333333333333
1834,200,380,1
1834,220,230,0.3333333333333333
1834,220,235,0.3333333333333333
1834,230,235,0.3333333333333333
1834,245,255,0.14285714285714285
1834,245,267,0.14285714285714285
1834,245,269,0.14285714285714285
1834,245,271,0.14285714285714285
1834,245,273,0.14285714285714285
1834,245,275,0.14285714285714285
1834,245,300,0.14285714285714285
1834,255,267,0.14285714285714285
1834,255,269,0.14285714285714285
1834,255,271,0.14285714285714285
1834,255,273,0.14285714285714285
1834,255,275,0.14285714285714285
1834,255,300,1.6428571428571428
1834,255,365,2.5
1834,267,269,0.14285714285714285
1834,267,271,0.14285714285714285
1834,267,273,0.14285714285714285
1834,267,275,0.14285714285714285
1834,267,300,0.14285714285714285
1834,269,271,0.14285714285714285
1834,269,273,0.14285714285714285
1834,269,275,0.14285714285714285
1834,269,300,0.14285714285714285
1834,271,273,0.14285714285714285
1834,271,275,0.14285714285714285
1834,271,300,0.14285714285714285
1834,273,275,0.14285714285714285
1834,273,300,0.14285714285714285
1834,275,300,0.14285714285714285
1834,300,325,1
1834,300,337,1
1834,300,365,2.5
1834,325,329,1
1834,365,640,1
1835,200,220,0.3333333333333333
1835,200,230,0.3333333333333333
1835,200,235,1.3333333333333333
1835,200,380,1
1835,220,230,0.3333333333333333
1835,220,235,0.3333333333333333
1835,230,235,0.3333333333333333
1835,245,255,0.14285714285714285
1835,245,267,0.14285714285714285
1835,245,269,0.14285714285714285
1835,245,271,0.14285714285714285
1835,245,273,0.14285714285714285
1835,245,275,0.14285714285714285
1835,245,300,0.14285714285714285
1835,255,267,0.14285714285714285
1835,255,269,0.14285714285714285
1835,255,271,0.14285714285714285
1835,255,273,0.14285714285714285
1835,255,275,0.14285714285714285
1835,255,300,1.6428571428571428
1835,255,365,2.5
1835,267,269,0.14285714285714285
1835,267,271,0.14285714285714285
1835,267,273,0.14285714285714285
1835,267,275,0.14285714285714285
1835,267,300,0.14285714285714285
1835,269,271,0.14285714285714285
1835,269,273,0.14285714285714285
1835,269,275,0.14285714285714285
1835,269,300,0.14285714285714285
1835,271,273,0.14285714285714285
1835,271,275,0.14285714285714285
1835,271,300,0.14285714285714285
1835,273,275,0.14285714285714285
1835,273,300,0.14285714285714285
1835,275,300,0.14285714285714285
1835,300,325,1
1835,300,337,1
1835,300,365,2.5
1835,325,329,1
1835,365,640,1
1836,200,220,0.3333333333333333
1836,200,230,0.3333333333333333
1836,200,235,1.3333333333333333
1836,200,380,1
1836,220,230,0.3333333333333333
1836,220,235,0.3333333333333333
1836,230,235,0.3333333333333333
1836,245,255,0.14285714285714285
1836,245,267,0.14285714285714285
1836,245,269,0.14285714285714285
1836,245,271,0.14285714285714285
1836,245,273,0.14285714285714285
1836,245,275,0.14285714285714285
1836,245,300,0.14285714285714285
1836,255,267,0.14285714285714285
1836,255,269,0.14285714285714285
1836,255,271,0.14285714285714285
1836,255,273,0.14285714285714285
1836,255,275,0.14285714285714285
1836,255,300,1.6428571428571428
1836,255,365,2.5
1836,267,269,0.14285714285714285
1836,267,271,0.14285714285714285
1836,267,273,0.14285714285714285
1836,267,275,0.14285714285714285
1836,267,300,0.14285714285714285
1836,269,271,0.14285714285714285
1836,269,273,0.14285714285714285
1836,269,275,0.14285714285714285
1836,269,300,0.14285714285714285
1836,271,273,0.14285714285714285
1836,271,275,0.14285714285714285
1836,271,300,0.14285714285714285
1836,273,275,0.14285714285714285
1836,273,300,0.14285714285714285
1836,275,300,0.14285714285714285
1836,300,325,1
1836,300,337,1
1836,300,365,2.5
1836,325,329,1
1836,365,640,1
1837,200,220,0.3333333333333333
1837,200,230,0.3333333333333333
1837,200,235,1.3333333333333333
1837,200,380,1
1837,220,230,0.3333333333333333
1837,220,235,0.3333333333333333
1837,230,235,0.3333333333333333
1837,245,255,0.14285714285714285
1837,245,267,0.14285714285714285
1837,245,269,0.14285714285714285
1837,245,271,0.14285714285714285
1837,245,273,0.14285714285714285
1837,245,275,0.14285714285714285
1837,245,300,0.14285714285714285
1837,255,267,0.14285714285714285
1837,255,269,0.14285714285714285
1837,255,271,0.14285714285714285
1837,255,273,0.14285714285714285
1837,255,275,0.14285714285714285
1837,255,300,1.6428571428571428
1837,255,365,2.5
1837,267,269,0.14285714285714285
1837,267,271,0.14285714285714285
1837,267,273,0.14285714285714285
1837,267,275,0.14285714285714285
1837,267,300,0.14285714285714285
1837,269,271,0.14285714285714285
1837,269,273,0.14285714285714285
1837,269,275,0.14285714285714285
1837,269,300,0.14285714285714285
1837,271,273,0.14285714285714285
1837,271,275,0.14285714285714285
1837,271,300,0.14285714285714285
1837,273,275,0.14285714285714285
1837,273,300,0.14285714285714285
1837,275,300,0.14285714285714285
1837,300,325,1
1837,300,337,1
1837,300,365,2.5
1837,325,329,1
1837,365,640,1
1838,200,220,0.3333333333333333
1838,200,230,0.3333333333333333
1838,200,235,1.3333333333333333
1838,200,380,1
1838,220,230,0.3333333333333333
1838,220,235,0.3333333333333333
1838,230,235,0.3333333333333333
1838,240,245,0.125
1838,240,255,0.125
1838,240,267,0.125
1838,240,269,0.125
1838,240,271,0.125
1838,240,273,0.125
1838,240,275,0.125
1838,240,300,0.125
1838,245,255,0.125
1838,245,267,0.125
1838,245,269,0.125
1838,245,271,0.125
1838,245,273,0.125
1838,245,275,0.125
1838,245,300,0.125
1838,255,267,0.125
1838,255,269,0.125
1838,255,271,0.125
1838,255,273,0.125
1838,255,275,0.125
1838,255,300,1.625
1838,255,365,2.5
1838,267,269,0.125
1838,267,271,0.125
1838,267,273,0.125
1838,267,275,0.125
1838,267,300,0.125
1838,269,271,0.125
1838,269,273,0.125
1838,269,275,0.125
1838,269,300,0.125
1838,271,273,0.125
1838,271,275,0.125
1838,271,300,0.125
1838,273,275,0.125
1838,273,300,0.125
1838,275,300,0.125
1838,300,325,1
1838,300,337,1
1838,300,365,2.5
1838,325,329,1
1838,365,640,1
1839,200,220,0.3333333333333333
1839,200,230,0.3333333333333333
1839,200,235,1.3333333333333333
1839,200,380,1
1839,220,230,0.3333333333333333
1839,220,235,0.3333333333333333
1839,230,235,0.3333333333333333
1839,240,245,0.125
1839,240,255,0.125
1839,240,267,0.125
1839,240,269,0.125
1839,240,271,0.125
1839,240,273,0.125
1839,240,275,0.125
1839,240,300,0.125
1839,245,255,0.125
1839,245,267,0.125
1839,245,269,0.125
1839,245,271,0.125
1839,245,273,0.125
1839,245,275,0.125
1839,245,300,0.125
1839,255,267,0.125
1839,255,269,0.125
1839,255,271,0.125
1839,255,273,0.125
1839,255,275,0.125
1839,255,300,1.625
1839,255,365,2.5
1839,267,269,0.125
1839,267,271,0.125
1839,267,273,0.125
1839,267,275,0.125
1839,267,300,0.125
1839,269,271,0.125
1839,269,273,0.125
1839,269,275,0.125
1839,269,300,0.125
1839,271,273,0.125
1839,271,275,0.125
1839,271,300,0.125
1839,273,275,0.125
1839,273,300,0.125
1839,275,300,0.125
1839,300,325,1
1839,300,337,1
1839,300,365,2.5
1839,325,329,1
1839,365,640,1
1840,200,235,1
1840,200,255,0.25
1840,200,300,0.25
1840,200,365,0.25
1840,200,380,1
1840,200,640,0.25
1840,240,245,0.125
1840,240,255,0.125
1840,240,267,0.125
1840,240,269,0.125
1840,240,271,0.125
1840,240,273,0.125
1840,240,275,0.125
1840,240,300,0.125
1840,245,255,0.125
1840,245,267,0.125
1840,245,269,0.125
1840,245,271,0.125
1840,245,273,0.125
1840,245,275,0.125
1840,245,300,0.125
1840,255,267,0.125
1840,255,269,0.125
1840,255,271,0.125
1840,255,273,0.125
1840,255,275,0.125
1840,255,300,1.375
1840,255,365,2.25
1840,255,640,0.25
1840,267,269,0.125
1840,267,271,0.125
1840,267,273,0.125
1840,267,275,0.125
1840,267,300,0.125
1840,269,271,0.125
1840,269,273,0.125
1840,269,275,0.125
1840,269,300,0.125
1840,271,273,0.125
1840,271,275,0.125
1840,271,300,0.125
1840,273,275,0.125
1840,273,300,0.125
1840,275,300,0.125
1840,300,325,1
1840,300,337,1
1840,300,365,2.25
1840,300,640,0.25
1840,325,329,1
1840,365,640,1.25
1841,200,235,1
1841,200,380,1
1841,240,245,0.125
1841,240,255,0.125
1841,240,267,0.125
1841,240,269,0.125
1841,240,271,0.125
1841,240,273,0.125
1841,240,275,0.125
1841,240,300,0.125
1841,245,255,0.125
1841,245,267,0.125
1841,245,269,0.125
1841,245,271,0.125
1841,245,273,0.125
1841,245,275,0.125
1841,245,300,0.125
1841,255,267,0.125
1841,255,269,0.125
1841,255,271,0.125
1841,255,273,0.125
1841,255,275,0.125
1841,255,300,1.125
1841,255,365,2
1841,267,269,0.125
1841,267,271,0.125
1841,267,273,0.125
1841,267,275,0.125
1841,267,300,0.125
1841,269,271,0.125
1841,269,273,0.125
1841,269,275,0.125
1841,269,300,0.125
1841,271,273,0.125
1841,271,275,0.125
1841,271,300,0.125
1841,273,275,0.125
1841,273,300,0.125
1841,275,300,0.125
1841,300,325,1
1841,300,337,1
1841,300,365,2
