year,triad_id,balanced,actor_load_mean,tie_btw_mean,tie_emb_mean,triad_log_cinc_mean,prev_year,prev_balanced,is_onset,spell_id_local,spell_id,t1,event,is_terminal_row,row_event,z_actor_load,z_tie_btw,z_tie_emb,z_cinc,era,event_dissolve,event_flip
2007,100-130-160,FALSE,0.1148677345878587,1,32,-5.57417142825768,2006,FALSE,FALSE,1,100-130-160_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,0.5072572346738935,post-1989,0,0
2008,100-130-160,FALSE,0.11483313371520337,1,32,-5.543241549165398,2007,FALSE,FALSE,1,100-130-160_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.5279334836774001,post-1989,0,0
2009,100-130-160,FALSE,0.11483313371520337,1,32,-5.525163672026809,2008,FALSE,FALSE,1,100-130-160_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.5400183252655951,post-1989,0,1
2005,100-130-165,FALSE,0.11483313371520337,1,32,-6.412943560616308,2004,TRUE,TRUE,1,100-130-165_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.053451761766274496,post-1989,0,0
2006,100-130-165,FALSE,0.11490357687453194,1,32,-6.406471787843937,2005,FALSE,FALSE,1,100-130-165_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.049125460168507724,post-1989,0,0
2007,100-130-165,FALSE,0.1148677345878587,1,32,-6.366982752919574,2006,FALSE,FALSE,1,100-130-165_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-0.02272751931111756,post-1989,0,0
2008,100-130-165,FALSE,0.11483313371520337,1,32,-6.340021339330989,2007,FALSE,FALSE,1,100-130-165_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.004704141360596962,post-1989,0,0
2009,100-130-165,FALSE,0.11483313371520337,1,32,-6.316425162343165,2008,FALSE,FALSE,1,100-130-165_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.011069616741574233,post-1989,0,1
1952,100-130-2,FALSE,0.14492041302151062,21.734126984126984,19.666666666666668,-4.824994349902909,1951,TRUE,TRUE,1,100-130-2_S1,1952,flipped,TRUE,flipped,-0.3872434598316351,-0.05183007501233826,0.013019954416432611,1.0080730242722467,1945-1989,0,1
1955,100-130-2,FALSE,0.15023307677612632,36.333333333333336,19,-4.805700757677198,1954,TRUE,TRUE,2,100-130-2_S2,1955,flipped,TRUE,flipped,-0.3130043539469895,0.301586000773289,-0.06275282750939545,1.0209705566499419,1945-1989,0,1
1963,100-130-2,FALSE,0.15071064754632738,41.166666666666664,18,-4.80746591818396,1962,TRUE,TRUE,3,100-130-2_S3,1963,flipped,TRUE,flipped,-0.3063307851660621,0.4185908336917162,-0.17641200039813734,1.0197905682620123,1945-1989,0,1
1967,100-130-2,FALSE,0.14040761253912346,47.666666666666664,20,-4.7918451284742325,1966,TRUE,TRUE,4,100-130-2_S4,1967,flipped,TRUE,flipped,-0.4503052849955459,0.575942160719946,0.05090634537934644,1.0302328767077096,1945-1989,0,1
1971,100-130-2,FALSE,0.13522787383780743,53.666666666666664,21,-4.819190527653418,1970,TRUE,TRUE,5,100-130-2_S5,1972,flipped,FALSE,continues,-0.5226868976221131,0.7211895395152349,0.16456551826808832,1.0119528090474967,1945-1989,0,0
1972,100-130-2,FALSE,0.13519131606443138,49.666666666666664,21,-4.83156678979176,1971,FALSE,FALSE,5,100-130-2_S5,1972,flipped,TRUE,flipped,-0.5231977555521323,0.624357953651709,0.16456551826808832,1.0036794279281738,1945-1989,0,1
1980,100-130-2,FALSE,0.11775021991613162,64.33333333333333,25,-4.808447788627444,1979,TRUE,TRUE,6,100-130-2_S6,1981,flipped,FALSE,continues,-0.7669194446149806,0.9794071018179709,0.6192022098230558,1.0191341997803218,1945-1989,0,0
1981,100-130-2,FALSE,0.10959184685069523,62.333333333333336,27,-4.784698612659515,1980,FALSE,FALSE,6,100-130-2_S6,1981,flipped,TRUE,flipped,-0.8809244616509563,0.9309913088862082,0.8465205556005396,1.0350102358448643,1945-1989,0,1
2005,100-130-2,FALSE,0.09611385109687827,52.52222222222223,32,-4.51884908730495,2004,TRUE,TRUE,7,100-130-2_S7,2009,flipped,FALSE,continues,-1.0692658286367918,0.6934849468931709,1.4148164200442492,1.212727418873447,post-1989,0,0
2006,100-130-2,FALSE,0.09737223271033886,42.2920634920635,32,-4.50909112536235,2005,FALSE,FALSE,7,100-130-2_S7,2009,flipped,FALSE,continues,-1.0516812175716126,0.4458343235239544,1.4148164200442492,1.2192504980710728,post-1989,0,0
2007,100-130-2,FALSE,0.09661776341214263,45.80000000000004,32,-4.486863777458137,2006,FALSE,FALSE,7,100-130-2_S7,2009,flipped,FALSE,continues,-1.0622241633898644,0.5307540873169682,1.4148164200442492,1.2341092105343154,post-1989,0,0
2008,100-130-2,FALSE,0.0959628120462212,53.833333333333336,32,-4.460198989778186,2007,FALSE,FALSE,7,100-130-2_S7,2009,flipped,FALSE,continues,-1.071376446698156,0.7252241889262153,1.4148164200442492,1.251934297662893,post-1989,0,0
2009,100-130-2,FALSE,0.09608493094209487,48.07777777777779,32,-4.4379882804751,2008,FALSE,FALSE,7,100-130-2_S7,2009,flipped,TRUE,flipped,-1.0696699585671492,0.5858942959336976,1.4148164200442492,1.2667818874231032,post-1989,0,1
2005,100-130-20,FALSE,0.10083371154255254,23.47777777777779,32,-5.4072067747162285,2004,TRUE,TRUE,1,100-130-20_S1,2009,flipped,FALSE,continues,-1.0033105497839314,-0.00961995712698747,1.4148164200442492,0.6188710803377354,post-1989,0,0
2006,100-130-20,FALSE,0.100897477590763,30.374603174603177,32,-5.396303163762715,2005,FALSE,FALSE,1,100-130-20_S1,2009,flipped,FALSE,continues,-1.002419483715459,0.15733767802262366,1.4148164200442492,0.6261600120027953,post-1989,0,0
2007,100-130-20,FALSE,0.10087022051205947,27.533333333333303,32,-5.36321832259288,2006,FALSE,FALSE,1,100-130-20_S1,2009,flipped,FALSE,continues,-1.0028003738386515,0.08855651187353097,1.4148164200442492,0.6482768270161351,post-1989,0,0
2008,100-130-20,FALSE,0.10084448570315326,20.833333333333343,32,-5.343792285556174,2007,FALSE,FALSE,1,100-130-20_S1,2009,flipped,FALSE,continues,-1.0031599917801504,-0.07363639444787415,1.4148164200442492,0.6612628971434673,post-1989,0,0
2009,100-130-20,FALSE,0.10082019358266037,26.588888888888864,32,-5.346484263109826,2008,FALSE,FALSE,1,100-130-20_S1,2009,flipped,TRUE,flipped,-1.0034994496093546,0.06569349854464301,1.4148164200442492,0.6594633428016903,post-1989,0,1
2005,100-130-31,FALSE,0.11483313371520337,1,32,-7.436265079863844,2004,TRUE,TRUE,1,100-130-31_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.737529784815786,post-1989,0,0
2006,100-130-31,FALSE,0.11490357687453194,1,32,-7.402436948958022,2005,FALSE,FALSE,1,100-130-31_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.714916089629809,post-1989,0,0
2007,100-130-31,FALSE,0.1148677345878587,1,32,-7.359332983828908,2006,FALSE,FALSE,1,100-130-31_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-0.6861016117785066,post-1989,0,0
2008,100-130-31,FALSE,0.11483313371520337,1,32,-7.3529353406082265,2007,FALSE,FALSE,1,100-130-31_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.6818248648868764,post-1989,0,0
2009,100-130-31,FALSE,0.11483313371520337,1,32,-7.331764922825903,2008,FALSE,FALSE,1,100-130-31_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.667672697389888,post-1989,0,1
2005,100-130-41,FALSE,0.11483313371520337,1,32,-6.382912326860519,2004,TRUE,TRUE,1,100-130-41_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.033376246269928765,post-1989,0,0
2006,100-130-41,FALSE,0.11490357687453194,1,32,-6.365003397617116,2005,FALSE,FALSE,1,100-130-41_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.02140434430038024,post-1989,0,0
2007,100-130-41,FALSE,0.1148677345878587,1,32,-6.254481057628197,2006,FALSE,FALSE,1,100-130-41_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,0.052478499381066086,post-1989,0,0
2008,100-130-41,FALSE,0.11483313371520337,1,32,-6.27854398233397,2007,FALSE,FALSE,1,100-130-41_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.036392726090948554,post-1989,0,0
2009,100-130-41,FALSE,0.11483313371520337,1,32,-6.263539498051478,2008,FALSE,FALSE,1,100-130-41_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.04642304183412948,post-1989,0,1
2005,100-130-42,FALSE,0.11483313371520337,1,32,-6.269245030778209,2004,TRUE,TRUE,1,100-130-42_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.04260896241262332,post-1989,0,0
2006,100-130-42,FALSE,0.11490357687453194,1,32,-6.25560247405811,2005,FALSE,FALSE,1,100-130-42_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,0.05172884610009696,post-1989,0,0
2007,100-130-42,FALSE,0.1148677345878587,1,32,-6.222145373565023,2006,FALSE,FALSE,1,100-130-42_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,0.0740945119556427,post-1989,0,0
2008,100-130-42,FALSE,0.11483313371520337,1,32,-6.1190664823678595,2007,FALSE,FALSE,1,100-130-42_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.1430015004064877,post-1989,0,0
2009,100-130-42,FALSE,0.11483313371520337,1,32,-6.098337679457929,2008,FALSE,FALSE,1,100-130-42_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.15685845371793097,post-1989,0,1
2005,100-130-51,FALSE,0.11483313371520337,1,32,-6.780413581560594,2004,TRUE,TRUE,1,100-130-51_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.29910101347200585,post-1989,0,0
2006,100-130-51,FALSE,0.11490357687453194,1,32,-6.7572788827927885,2005,FALSE,FALSE,1,100-130-51_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.2836357479623319,post-1989,0,0
2007,100-130-51,FALSE,0.1148677345878587,1,32,-6.717997264073396,2006,FALSE,FALSE,1,100-130-51_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-0.25737646232207073,post-1989,0,0
2008,100-130-51,FALSE,0.11483313371520337,1,32,-6.70156545858103,2007,FALSE,FALSE,1,100-130-51_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.2463919996630452,post-1989,0,0
2009,100-130-51,FALSE,0.11483313371520337,1,32,-6.683420205859668,2008,FALSE,FALSE,1,100-130-51_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.23426211831501081,post-1989,0,1
2005,100-130-52,FALSE,0.11483313371520337,1,32,-6.4155819487385095,2004,TRUE,TRUE,1,100-130-52_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.05521549222314971,post-1989,0,0
2006,100-130-52,FALSE,0.11490357687453194,1,32,-6.403962185747082,2005,FALSE,FALSE,1,100-130-52_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.0474478216074426,post-1989,0,0
2007,100-130-52,FALSE,0.1148677345878587,1,32,-6.374009303720894,2006,FALSE,FALSE,1,100-130-52_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-0.02742468329195352,post-1989,0,0
2008,100-130-52,FALSE,0.11483313371520337,1,32,-6.362183325643094,2007,FALSE,FALSE,1,100-130-52_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.019519160392330582,post-1989,0,0
2009,100-130-52,FALSE,0.11483313371520337,1,32,-6.332849509130289,2008,FALSE,FALSE,1,100-130-52_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,9.01401365311474e-5,post-1989,0,1
2005,100-130-53,FALSE,0.11483313371520337,1,32,-7.490491368559741,2004,TRUE,TRUE,1,100-130-53_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.7737794010612042,post-1989,0,0
2006,100-130-53,FALSE,0.11490357687453194,1,32,-7.477409447876011,2005,FALSE,FALSE,1,100-130-53_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.7650342957637046,post-1989,0,0
2007,100-130-53,FALSE,0.1148677345878587,1,32,-7.448794584185041,2006,FALSE,FALSE,1,100-130-53_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-0.7459056064755684,post-1989,0,0
2008,100-130-53,FALSE,0.11483313371520337,1,32,-7.423481706831912,2007,FALSE,FALSE,1,100-130-53_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.7289842550022247,post-1989,0,0
2009,100-130-53,FALSE,0.11483313371520337,1,32,-7.40943625931218,2008,FALSE,FALSE,1,100-130-53_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.7195950437021352,post-1989,0,1
2005,100-130-54,FALSE,0.11483313371520337,1,32,-8.277363032168825,2004,TRUE,TRUE,1,100-130-54_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.299793563678628,post-1989,0,0
2006,100-130-54,FALSE,0.11490357687453194,1,32,-8.267636516756797,2005,FALSE,FALSE,1,100-130-54_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-1.293291506105253,post-1989,0,0
2007,100-130-54,FALSE,0.1148677345878587,1,32,-8.237950004279794,2006,FALSE,FALSE,1,100-130-54_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-1.2734464326024155,post-1989,0,0
2008,100-130-54,FALSE,0.11483313371520337,1,32,-8.211241901089098,2007,FALSE,FALSE,1,100-130-54_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.255592389580308,post-1989,0,0
2009,100-130-54,FALSE,0.11483313371520337,1,32,-8.1866531736727,2008,FALSE,FALSE,1,100-130-54_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.2391551235559597,post-1989,0,1
2005,100-130-55,FALSE,0.11483313371520337,1,32,-8.151881281745624,2004,TRUE,TRUE,1,100-130-55_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.215910535574797,post-1989,0,0
2006,100-130-55,FALSE,0.11490357687453194,1,32,-8.138976541175992,2005,FALSE,FALSE,1,100-130-55_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-1.207283873034434,post-1989,0,0
2007,100-130-55,FALSE,0.1148677345878587,1,32,-8.10693579622282,2006,FALSE,FALSE,1,100-130-55_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-1.1858650236773745,post-1989,0,0
2008,100-130-55,FALSE,0.11483313371520337,1,32,-8.078202194155999,2007,FALSE,FALSE,1,100-130-55_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.166656959225241,post-1989,0,0
2009,100-130-55,FALSE,0.11483313371520337,1,32,-8.053010036362208,2008,FALSE,FALSE,1,100-130-55_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.1498163073130248,post-1989,0,1
2005,100-130-56,FALSE,0.11483313371520337,1,32,-7.97280196189783,2004,TRUE,TRUE,1,100-130-56_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.096198182432249,post-1989,0,0
2006,100-130-56,FALSE,0.11490357687453194,1,32,-7.95831779160883,2005,FALSE,FALSE,1,100-130-56_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-1.0865156902824726,post-1989,0,0
2007,100-130-56,FALSE,0.1148677345878587,1,32,-7.9271090240392965,2006,FALSE,FALSE,1,100-130-56_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-1.0656530077147526,post-1989,0,0
2008,100-130-56,FALSE,0.11483313371520337,1,32,-7.896057879019995,2007,FALSE,FALSE,1,100-130-56_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.0448956939099512,post-1989,0,0
2009,100-130-56,FALSE,0.11483313371520337,1,32,-7.869438070069896,2008,FALSE,FALSE,1,100-130-56_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.0271006745167017,post-1989,0,1
2005,100-130-57,FALSE,0.11483313371520337,1,32,-8.141918774483809,2004,TRUE,TRUE,1,100-130-57_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.2092507203123468,post-1989,0,0
2006,100-130-57,FALSE,0.11490357687453194,1,32,-8.132057300024139,2005,FALSE,FALSE,1,100-130-57_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-1.2026584442526338,post-1989,0,0
2007,100-130-57,FALSE,0.1148677345878587,1,32,-8.102762961068612,2006,FALSE,FALSE,1,100-130-57_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-1.1830755339919616,post-1989,0,0
2008,100-130-57,FALSE,0.11483313371520337,1,32,-8.077023307946973,2007,FALSE,FALSE,1,100-130-57_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.1658688880940256,post-1989,0,0
2009,100-130-57,FALSE,0.11483313371520337,1,32,-8.053064953626766,2008,FALSE,FALSE,1,100-130-57_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.1498530188382527,post-1989,0,1
2005,100-130-58,FALSE,0.11483313371520337,1,32,-8.120334296803643,2004,TRUE,TRUE,1,100-130-58_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.1948217587960661,post-1989,0,0
2006,100-130-58,FALSE,0.11490357687453194,1,32,-8.112585665580761,2005,FALSE,FALSE,1,100-130-58_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-1.1896418928120243,post-1989,0,0
2007,100-130-58,FALSE,0.1148677345878587,1,32,-8.085269874975092,2006,FALSE,FALSE,1,100-130-58_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-1.171381618124064,post-1989,0,0
2008,100-130-58,FALSE,0.11483313371520337,1,32,-8.036132806972033,2007,FALSE,FALSE,1,100-130-58_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.1385340841811653,post-1989,0,0
2009,100-130-58,FALSE,0.11483313371520337,1,32,-7.997142117705215,2008,FALSE,FALSE,1,100-130-58_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.112469281351068,post-1989,0,1
2005,100-130-60,FALSE,0.11483313371520337,1,32,-8.33949335696062,2004,TRUE,TRUE,1,100-130-60_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.3413269321806873,post-1989,0,0
2006,100-130-60,FALSE,0.11490357687453194,1,32,-8.358829302982485,2005,FALSE,FALSE,1,100-130-60_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-1.3542527775573738,post-1989,0,0
2007,100-130-60,FALSE,0.1148677345878587,1,32,-8.327055171221403,2006,FALSE,FALSE,1,100-130-60_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-1.333012155885293,post-1989,0,0
2008,100-130-60,FALSE,0.11483313371520337,1,32,-8.296886285861046,2007,FALSE,FALSE,1,100-130-60_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.312844621960964,post-1989,0,0
2009,100-130-60,FALSE,0.11483313371520337,1,32,-8.264098360043647,2008,FALSE,FALSE,1,100-130-60_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-1.290926291259238,post-1989,0,1
2005,100-130-70,FALSE,0.11483313371520337,1,32,-5.2934272248367575,2004,TRUE,TRUE,1,100-130-70_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.6949313293220862,post-1989,0,0
2006,100-130-70,FALSE,0.11490357687453194,1,32,-5.283620201969478,2005,FALSE,FALSE,1,100-130-70_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,0.7014872051527669,post-1989,0,0
2007,100-130-70,FALSE,0.1148677345878587,1,32,-5.2451505659512865,2006,FALSE,FALSE,1,100-130-70_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,0.7272036902063688,post-1989,0,0
2008,100-130-70,FALSE,0.11483313371520337,1,32,-5.216352620656847,2007,FALSE,FALSE,1,100-130-70_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.7464547673257023,post-1989,0,0
2009,100-130-70,FALSE,0.11483313371520337,1,32,-5.193772898747445,2008,FALSE,FALSE,1,100-130-70_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.7615490375372281,post-1989,0,1
2005,100-130-80,FALSE,0.11483313371520337,1,32,-7.519899012919135,2004,TRUE,TRUE,1,100-130-80_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.7934380546100023,post-1989,0,0
2006,100-130-80,FALSE,0.11490357687453194,1,32,-7.498751030059725,2005,FALSE,FALSE,1,100-130-80_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.7793008845868528,post-1989,0,0
2007,100-130-80,FALSE,0.1148677345878587,1,32,-7.46688344797549,2006,FALSE,FALSE,1,100-130-80_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-0.7579977925072673,post-1989,0,0
2008,100-130-80,FALSE,0.11483313371520337,1,32,-7.419115529534799,2007,FALSE,FALSE,1,100-130-80_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.726065518439459,post-1989,0,0
2009,100-130-80,FALSE,0.11483313371520337,1,32,-7.422775366181534,2008,FALSE,FALSE,1,100-130-80_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.7285120748451364,post-1989,0,1
2005,100-130-90,FALSE,0.11483313371520337,1,32,-6.23073684038388,2004,TRUE,TRUE,1,100-130-90_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.06835122059902095,post-1989,0,0
2006,100-130-90,FALSE,0.11490357687453194,1,32,-6.21319270251041,2005,FALSE,FALSE,1,100-130-90_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,0.08007926396257334,post-1989,0,0
2007,100-130-90,FALSE,0.1148677345878587,1,32,-6.2180666540165666,2006,FALSE,FALSE,1,100-130-90_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,0.07682108650020321,post-1989,0,0
2008,100-130-90,FALSE,0.11483313371520337,1,32,-6.192326451734993,2007,FALSE,FALSE,1,100-130-90_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.09402809950489507,post-1989,0,0
2009,100-130-90,FALSE,0.11483313371520337,1,32,-6.163048347137932,2008,FALSE,FALSE,1,100-130-90_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,0.11360015729385062,post-1989,0,1
2005,100-130-91,FALSE,0.11483313371520337,1,32,-6.467375816494452,2004,TRUE,TRUE,1,100-130-91_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.08983906457470749,post-1989,0,0
2006,100-130-91,FALSE,0.11490357687453194,1,32,-6.450169605325324,2005,FALSE,FALSE,1,100-130-91_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.07833692111406315,post-1989,0,0
2007,100-130-91,FALSE,0.1148677345878587,1,32,-6.4128548632028455,2006,FALSE,FALSE,1,100-130-91_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-0.05339246862124625,post-1989,0,0
2008,100-130-91,FALSE,0.11483313371520337,1,32,-6.380488046563056,2007,FALSE,FALSE,1,100-130-91_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.0317556442968306,post-1989,0,0
2009,100-130-91,FALSE,0.11483313371520337,1,32,-6.351865206415408,2008,FALSE,FALSE,1,100-130-91_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.012621622844156783,post-1989,0,1
2005,100-130-92,FALSE,0.11483313371520337,1,32,-6.472135652992802,2004,TRUE,TRUE,1,100-130-92_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.09302095753853787,post-1989,0,0
2006,100-130-92,FALSE,0.11490357687453194,1,32,-6.460491059019955,2005,FALSE,FALSE,1,100-130-92_S1,2009,flipped,FALSE,continues,-0.8066984037101239,-0.5537596743545242,1.4148164200442492,-0.0852366877129444,post-1989,0,0
2007,100-130-92,FALSE,0.1148677345878587,1,32,-6.429749048708173,2006,FALSE,FALSE,1,100-130-92_S1,2009,flipped,FALSE,continues,-0.8071992634366915,-0.5537596743545242,1.4148164200442492,-0.0646860267104126,post-1989,0,0
2008,100-130-92,FALSE,0.11483313371520337,1,32,-6.4056894782987674,2007,FALSE,FALSE,1,100-130-92_S1,2009,flipped,FALSE,continues,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.048602495726730366,post-1989,0,0
2009,100-130-92,FALSE,0.11483313371520337,1,32,-6.383012862903708,2008,FALSE,FALSE,1,100-130-92_S1,2009,flipped,TRUE,flipped,-0.8076827756571908,-0.5537596743545242,1.4148164200442492,-0.033443453395330204,post-1989,0,1
1980,100-130-93,FALSE,0.14520948583733043,1,25,-6.731391633746161,1979,TRUE,TRUE,1,100-130-93_S1,1980,flipped,TRUE,flipped,-0.383203959427836,-0.5537596743545242,0.6192022098230558,-0.2663304359788322,1945-1989,0,1
